0	0.9504597919514599	0	0	0.4828639905902857	0	0	0.9223950014103937	0	0	0.7099254535823635	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9817991352456883	0	0	0.3950814448404203	0	0	0.9361467000305425	0	0	0.6723698118376338	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9601952861501347	0	0	0.44148084628098316	0	0	0.9422590816010474	0	0	0.543167687703016	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9423058517898055	0	0	0.48679376294457644	0	0	0.9158407552620933	0	0	0.8808648777529564	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9846262503004074	0	0	0.2932000782107814	0	0	0.935816635942617	0	0	0.7817045806371172	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9759220364694021	0	0	0.30859190054406466	0	0	0.9259265147549485	0	0	0.859829930806991	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9751855813458328	0	0	0.35450978909066483	0	0	0.9352554624318519	0	0	0.7343231831102891	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9705962939993202	0	0	0.1391941683896169	0	0	0.9233613348042691	0	0	0.9234232522298738	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.96662984946953	0	0	0.4294789508333521	0	0	0.939242213890199	0	0	0.4752572586476476	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.9311628673564618	0	0	0.6937247830084967	0	0	0.8824001921897437	0	0	0.7505699902363019	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9847361291340577	0	0	0.07097187941540012	0	0	0.9432409981530054	0	0	0.61940349411265	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9589710554545565	0	0	0.2781770117156185	0	0	0.9368461432486661	0	0	0.7453406969831375	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.949131475795214	0	0	0.48935015135484033	0	0	0.9042499983258958	0	0	0.8058205446115871	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9409818245015834	0	0	0.10121094029155131	0	0	0.9342938266622323	0	0	0.6713601608704871	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9716624121103306	0	0	0.4797895708375202	0	0	0.937633964951783	0	0	0.6325601730991744	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9776882967472122	0	0	0.5014039486760317	0	0	0.9012115511489431	0	0	0.8505701678249972	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9483097906877338	0	0	0.6958861752435119	0	0	0.9173268284370519	0	0	0.861787922246946	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9625639404982669	0	0	0.6981278005467909	0	0	0.9424891392108539	0	0	0.5265068854771149	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9009051726643328	0	0	0.404150454583638	0	0	0.9520758554667677	0	0	0.38651424825146175	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9630901506743574	0	0	0.3556257609448024	0	0	0.9338309601033024	0	0	0.6804893965588388	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9835518116517716	0	0	0.1424476521417758	0	0	0.9052276964642076	0	0	0.84077969787556	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
0	0.9468566835998186	0	0	0.5188498040763041	0	0	0.9384234456820997	0	0	0.5202609681383217	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
